ObservationId,UnitId,ZoneId,CategoryId,Date,Time,Observation,Recommendation,Remarks,RiskRating,StatusId,is_highlight,Image
OBS-0136,3,6,10,2025-02-09,16:52,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,3,0,IMG_0136.jpg
OBS-0137,7,16,6,2025-01-26,11:20,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,4,0,IMG_0137.jpg
OBS-0138,5,11,7,2025-06-21,13:18,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0138.jpg
OBS-0139,8,18,1,2025-02-18,07:20,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0139.jpg
OBS-0140,6,13,9,2024-07-01,16:55,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,3,0,IMG_0140.jpg
OBS-0141,1,2,4,2025-03-23,11:39,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Low,2,0,IMG_0141.jpg
OBS-0142,7,15,1,2024-10-13,10:35,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,1,0,IMG_0142.jpg
OBS-0143,7,15,8,2024-09-01,06:40,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,1,0,IMG_0143.jpg
OBS-0144,3,6,5,2025-04-09,06:35,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,2,0,IMG_0144.jpg
OBS-0145,2,4,8,2024-08-30,16:53,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0145.jpg
OBS-0146,5,10,9,2025-06-27,10:26,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Critical,1,0,IMG_0146.jpg
OBS-0147,7,15,9,2024-09-13,12:12,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,2,0,IMG_0147.jpg
OBS-0148,2,5,2,2024-11-19,18:50,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,High,2,0,IMG_0148.jpg
OBS-0149,4,9,1,2024-11-22,17:19,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Low,2,0,IMG_0149.jpg
OBS-0150,7,16,3,2025-02-14,14:30,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,1,0,IMG_0150.jpg
OBS-0151,8,18,7,2025-02-19,11:55,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,2,1,IMG_0151.jpg
OBS-0152,6,13,4,2025-01-27,06:20,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,2,0,IMG_0152.jpg
OBS-0153,6,13,7,2025-06-05,18:52,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,4,0,IMG_0153.jpg
OBS-0154,7,16,1,2024-09-03,14:37,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0154.jpg
OBS-0155,7,15,2,2025-03-27,13:00,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,Low,2,0,IMG_0155.jpg
OBS-0156,2,5,2,2025-02-26,18:16,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,1,0,IMG_0156.jpg
OBS-0157,6,13,2,2024-12-16,16:54,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,Critical,4,1,IMG_0157.jpg
OBS-0158,7,16,9,2024-07-19,15:04,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,2,0,IMG_0158.jpg
OBS-0159,5,10,4,2024-08-16,12:06,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,2,0,IMG_0159.jpg
OBS-0160,2,4,8,2024-09-24,17:19,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,1,0,IMG_0160.jpg
OBS-0161,5,10,6,2025-01-08,12:09,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0161.jpg
OBS-0162,8,19,3,2024-09-26,08:05,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0162.jpg
OBS-0163,4,8,8,2025-04-25,08:14,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0163.jpg
OBS-0164,7,15,5,2025-06-07,06:57,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,2,0,IMG_0164.jpg
OBS-0165,8,18,3,2024-08-07,13:22,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,2,0,IMG_0165.jpg
OBS-0166,7,14,5,2025-02-19,10:12,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,3,0,IMG_0166.jpg
OBS-0167,2,4,4,2025-01-12,15:22,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Critical,1,1,IMG_0167.jpg
OBS-0168,1,1,7,2024-11-18,06:36,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Critical,1,0,IMG_0168.jpg
OBS-0169,7,16,5,2024-10-26,15:51,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0169.jpg
OBS-0170,3,7,10,2024-11-06,16:48,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Medium,1,0,IMG_0170.jpg
OBS-0171,2,5,2,2025-05-18,16:02,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0171.jpg
OBS-0172,1,2,10,2025-01-03,17:08,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,High,2,1,IMG_0172.jpg
OBS-0173,7,14,3,2024-10-11,08:50,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0173.jpg
OBS-0174,8,17,9,2024-11-17,08:16,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,1,0,IMG_0174.jpg
OBS-0175,5,10,6,2024-08-28,13:04,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0175.jpg
OBS-0176,6,13,9,2025-01-04,07:50,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,3,0,IMG_0176.jpg
OBS-0177,8,18,2,2025-02-18,11:43,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,Medium,2,0,IMG_0177.jpg
OBS-0178,8,19,7,2025-05-23,11:06,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,2,0,IMG_0178.jpg
OBS-0179,8,18,6,2025-05-09,09:41,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Critical,2,1,IMG_0179.jpg
OBS-0180,5,10,7,2024-08-29,08:02,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Low,2,0,IMG_0180.jpg
OBS-0181,7,16,2,2024-08-19,09:56,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0181.jpg
OBS-0182,7,15,6,2025-06-09,17:44,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,2,0,IMG_0182.jpg
OBS-0183,8,19,3,2025-01-29,16:06,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Low,2,0,IMG_0183.jpg
OBS-0184,7,14,5,2024-07-17,17:23,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,4,0,IMG_0184.jpg
OBS-0185,4,8,6,2024-08-20,16:23,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,High,1,1,IMG_0185.jpg
OBS-0186,1,2,7,2024-11-19,09:07,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,High,1,0,IMG_0186.jpg
OBS-0187,3,7,10,2024-07-11,06:50,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,High,2,1,IMG_0187.jpg
OBS-0188,3,7,2,2025-04-10,09:37,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Reported by shift supervisor,High,2,1,IMG_0188.jpg
OBS-0189,2,5,10,2024-07-02,10:54,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Low,1,0,IMG_0189.jpg
OBS-0190,8,18,5,2024-09-28,07:42,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Low,2,0,IMG_0190.jpg
OBS-0191,1,1,6,2024-10-30,15:20,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,2,1,IMG_0191.jpg
OBS-0192,7,14,9,2024-08-28,17:04,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,3,0,IMG_0192.jpg
OBS-0193,8,17,10,2024-08-25,13:32,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,3,0,IMG_0193.jpg
OBS-0194,1,2,9,2024-12-02,13:41,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,2,0,IMG_0194.jpg
OBS-0195,7,16,7,2025-02-04,16:06,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,3,0,IMG_0195.jpg
OBS-0196,2,3,2,2024-12-12,15:09,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Low,2,0,IMG_0196.jpg
OBS-0197,8,19,9,2025-06-30,11:24,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,3,0,IMG_0197.jpg
OBS-0198,5,10,8,2025-03-16,15:27,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,4,0,IMG_0198.jpg
OBS-0199,2,4,9,2024-10-19,12:28,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,2,0,IMG_0199.jpg
OBS-0200,5,11,8,2025-01-21,12:46,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,3,0,IMG_0200.jpg
OBS-0201,5,11,5,2025-01-08,08:43,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,4,0,IMG_0201.jpg
OBS-0202,2,3,7,2024-08-19,17:47,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,3,0,IMG_0202.jpg
OBS-0203,8,18,1,2025-04-27,14:35,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,3,0,IMG_0203.jpg
OBS-0204,7,14,6,2025-06-06,18:27,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,1,0,IMG_0204.jpg
OBS-0205,1,2,5,2025-05-04,10:22,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,1,0,IMG_0205.jpg
OBS-0206,3,7,3,2025-06-02,13:14,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,4,0,IMG_0206.jpg
OBS-0207,8,18,6,2024-08-28,18:17,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,2,0,IMG_0207.jpg
OBS-0208,8,18,10,2025-05-11,16:41,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0208.jpg
OBS-0209,4,9,1,2024-10-01,10:44,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Medium,2,0,IMG_0209.jpg
OBS-0210,6,12,1,2024-10-01,08:36,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,3,0,IMG_0210.jpg
OBS-0211,2,5,1,2024-08-16,17:33,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Low,3,0,IMG_0211.jpg
OBS-0212,7,15,6,2024-09-19,11:19,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,High,2,0,IMG_0212.jpg
OBS-0213,2,3,1,2024-09-18,08:48,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,2,0,IMG_0213.jpg
OBS-0214,7,15,7,2025-03-06,15:28,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,3,0,IMG_0214.jpg
OBS-0215,8,17,2,2024-12-24,12:07,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,1,0,IMG_0215.jpg
OBS-0216,8,19,8,2025-03-27,16:19,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,3,1,IMG_0216.jpg
OBS-0217,1,2,1,2024-10-13,10:13,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Medium,1,0,IMG_0217.jpg
OBS-0218,5,10,6,2024-08-31,06:31,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,3,0,IMG_0218.jpg
OBS-0219,8,18,4,2025-03-14,14:53,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,3,0,IMG_0219.jpg
OBS-0220,1,2,7,2024-07-10,13:58,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,1,0,IMG_0220.jpg
OBS-0221,8,19,7,2025-04-20,12:45,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,4,0,IMG_0221.jpg
OBS-0222,1,1,6,2024-09-26,18:39,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0222.jpg
OBS-0223,6,12,2,2025-02-09,07:15,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Low,4,0,IMG_0223.jpg
OBS-0224,8,17,2,2025-01-19,10:47,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Low,3,0,IMG_0224.jpg
OBS-0225,3,6,2,2025-03-19,16:07,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,1,0,IMG_0225.jpg
OBS-0226,6,12,6,2025-05-27,08:15,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,2,0,IMG_0226.jpg
OBS-0227,3,7,3,2025-05-05,08:48,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,4,0,IMG_0227.jpg
OBS-0228,3,6,8,2025-02-23,18:36,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,2,0,IMG_0228.jpg
OBS-0229,5,11,6,2024-09-16,13:04,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Critical,2,1,IMG_0229.jpg
OBS-0230,8,19,1,2024-12-28,14:04,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,1,1,IMG_0230.jpg
OBS-0231,6,12,5,2024-08-09,16:55,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,2,0,IMG_0231.jpg
OBS-0232,8,17,7,2025-02-22,15:35,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Low,2,0,IMG_0232.jpg
OBS-0233,1,2,8,2025-04-19,16:12,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0233.jpg
OBS-0234,8,17,3,2024-08-01,13:06,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,3,0,IMG_0234.jpg
OBS-0235,2,3,9,2025-05-27,08:02,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,4,1,IMG_0235.jpg
OBS-0236,8,17,9,2025-05-09,08:23,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Critical,4,1,IMG_0236.jpg
OBS-0237,5,11,10,2024-07-27,18:40,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Critical,3,0,IMG_0237.jpg
OBS-0238,8,18,7,2024-11-23,10:46,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Medium,4,0,IMG_0238.jpg
OBS-0239,2,5,6,2024-08-11,15:42,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,2,1,IMG_0239.jpg
OBS-0240,6,13,3,2025-05-01,17:05,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Low,2,0,IMG_0240.jpg
OBS-0241,5,11,3,2025-06-09,17:53,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,2,0,IMG_0241.jpg
OBS-0242,8,17,2,2025-05-27,16:27,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0242.jpg
OBS-0243,6,12,5,2024-10-01,09:21,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,4,0,IMG_0243.jpg
OBS-0244,3,7,4,2024-09-09,08:04,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Critical,1,1,IMG_0244.jpg
OBS-0245,8,18,9,2024-07-20,16:21,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,3,0,IMG_0245.jpg
OBS-0246,2,5,10,2025-01-09,08:10,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0246.jpg
OBS-0247,3,6,8,2024-07-23,12:23,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0247.jpg
OBS-0248,7,15,10,2024-11-23,18:47,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Medium,2,0,IMG_0248.jpg
OBS-0249,8,18,4,2024-12-06,18:50,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,1,0,IMG_0249.jpg
OBS-0250,6,12,10,2025-02-11,13:49,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,4,0,IMG_0250.jpg
OBS-0251,8,17,9,2025-01-31,08:52,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,2,0,IMG_0251.jpg
OBS-0252,2,5,5,2024-07-27,16:30,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,3,0,IMG_0252.jpg
OBS-0253,2,4,9,2024-09-02,10:05,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,2,0,IMG_0253.jpg
OBS-0254,7,15,9,2024-09-14,12:05,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,3,0,IMG_0254.jpg
OBS-0255,7,15,6,2024-07-14,12:03,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,2,0,IMG_0255.jpg
OBS-0256,4,8,7,2024-08-11,11:14,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0256.jpg
OBS-0257,5,11,3,2024-09-09,06:18,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Low,3,0,IMG_0257.jpg
OBS-0258,2,5,8,2025-02-15,15:00,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Critical,1,0,IMG_0258.jpg
OBS-0259,2,5,9,2025-05-08,14:27,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,3,0,IMG_0259.jpg
OBS-0260,4,8,5,2024-09-01,06:15,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0260.jpg
OBS-0261,7,15,2,2024-08-26,13:38,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0261.jpg
OBS-0262,8,17,10,2024-11-01,17:09,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,3,0,IMG_0262.jpg
OBS-0263,6,12,4,2025-04-19,12:11,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Low,2,0,IMG_0263.jpg
OBS-0264,8,17,6,2024-08-04,14:34,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0264.jpg
OBS-0265,8,18,1,2025-01-16,13:02,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,High,3,0,IMG_0265.jpg
OBS-0266,1,1,6,2024-08-04,11:15,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Low,4,0,IMG_0266.jpg
OBS-0267,2,4,10,2024-12-18,08:02,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,2,0,IMG_0267.jpg
OBS-0268,3,6,8,2025-06-22,13:40,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,4,0,IMG_0268.jpg
OBS-0269,2,3,8,2024-07-19,10:12,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0269.jpg
OBS-0270,1,2,6,2024-12-06,14:25,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,1,0,IMG_0270.jpg
OBS-0271,7,16,5,2024-07-19,18:41,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0271.jpg
